event_id,equipment,area,crew,fault_code,fault_description,severity,fault_start,fault_cleared,equipment_restarted
E-0041,CELL-A-01,Assembly,D,F101,Guard circuit open,Low,2026-08-13 01:37:00,2026-08-13 01:39:00,2026-08-13 01:49:00
E-0452,VISION-C-01,Inspection,D,F415,Communication interruption,Low,2026-08-13 02:17:00,2026-08-13 02:31:00,2026-08-13 02:40:00
E-0465,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-13 03:10:00,2026-08-13 03:21:00,2026-08-13 03:26:00
E-0372,CELL-A-01,Assembly,A,F101,Guard circuit open,Low,2026-08-13 03:32:00,2026-08-13 03:39:00,2026-08-13 03:40:00
E-0464,PACK-D-01,Packaging,B,F310,Cycle-time timeout,Low,2026-08-13 04:34:00,2026-08-13 04:42:00,2026-08-13 04:54:00
E-0233,PRESS-F-01,Forming,B,F415,Communication interruption,Low,2026-08-13 06:42:00,2026-08-13 06:45:00,2026-08-13 06:50:00
E-0264,CELL-A-01,Assembly,B,F101,Guard circuit open,High,2026-08-13 06:58:00,2026-08-13 07:07:00,2026-08-13 07:15:00
E-0462,PACK-D-01,Packaging,B,F630,Drive overload,Low,2026-08-13 07:04:00,2026-08-13 07:11:00,2026-08-13 07:18:00
E-0013,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-08-13 07:33:00,2026-08-13 07:41:00,2026-08-13 07:50:00
E-0053,CELL-A-02,Assembly,D,F310,Cycle-time timeout,Medium,2026-08-13 08:07:00,2026-08-13 08:19:00,2026-08-13 08:31:00
E-0033,ROBOT-G-01,Automation,A,F204,Part not detected,Medium,2026-08-13 11:50:00,2026-08-13 12:02:00,2026-08-13 12:11:00
E-0560,ROBOT-G-01,Automation,B,F415,Communication interruption,Medium,2026-08-13 13:44:00,2026-08-13 13:58:00,2026-08-13 14:01:00
E-0466,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,High,2026-08-13 15:01:00,2026-08-13 15:14:00,2026-08-13 15:26:00
E-0153,VISION-C-01,Inspection,A,F522,Material-present sensor blocked,Low,2026-08-13 15:51:00,2026-08-13 15:57:00,2026-08-13 15:58:00
E-0433,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-13 15:55:00,2026-08-13 16:11:00,2026-08-13 16:18:00
E-0489,CELL-A-02,Assembly,B,F310,Cycle-time timeout,High,2026-08-13 17:09:00,2026-08-13 17:23:00,2026-08-13 17:33:00
E-0624,ROBOT-G-01,Automation,A,F630,Drive overload,Medium,2026-08-13 17:28:00,2026-08-13 17:42:00,2026-08-13 17:50:00
E-0320,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-13 18:12:00,2026-08-13 18:30:00,2026-08-13 18:40:00
E-0480,CELL-A-01,Assembly,A,F101,Guard circuit open,High,2026-08-13 18:42:00,2026-08-13 18:53:00,2026-08-13 19:02:00
E-0084,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-13 21:07:00,2026-08-13 21:16:00,2026-08-13 21:25:00
E-0387,CELL-A-01,Assembly,C,F101,Guard circuit open,Medium,2026-08-13 21:28:00,2026-08-13 21:39:00,2026-08-13 21:40:00
E-0419,CELL-A-01,Assembly,D,F204,Part not detected,Low,2026-08-13 21:35:00,2026-08-13 21:48:00,2026-08-13 21:56:00
E-0482,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Low,2026-08-13 22:38:00,2026-08-13 22:47:00,2026-08-13 22:58:00
E-0004,VISION-C-01,Inspection,A,F415,Communication interruption,High,2026-08-13 23:40:00,2026-08-13 23:50:00,2026-08-14 00:01:00
E-0021,VISION-C-01,Inspection,B,F415,Communication interruption,High,2026-08-14 02:54:00,2026-08-14 03:01:00,2026-08-14 03:03:00
E-0080,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-14 03:54:00,2026-08-14 04:11:00,2026-08-14 04:18:00
E-0249,VISION-C-01,Inspection,A,F415,Communication interruption,High,2026-08-14 04:06:00,2026-08-14 04:13:00,2026-08-14 04:16:00
E-0072,PACK-D-01,Packaging,C,F415,Communication interruption,High,2026-08-14 05:10:00,2026-08-14 05:20:00,2026-08-14 05:32:00
E-0116,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Medium,2026-08-14 08:22:00,2026-08-14 08:38:00,2026-08-14 08:48:00
E-0166,ROBOT-G-01,Automation,D,F630,Drive overload,Low,2026-08-14 08:48:00,2026-08-14 08:55:00,2026-08-14 09:04:00
E-0261,CELL-A-01,Assembly,D,F101,Guard circuit open,Low,2026-08-14 10:00:00,2026-08-14 10:03:00,2026-08-14 10:11:00
E-0301,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,High,2026-08-14 10:15:00,2026-08-14 10:26:00,2026-08-14 10:36:00
E-0381,PUMP-E-01,Utilities,A,F415,Communication interruption,Low,2026-08-14 12:41:00,2026-08-14 12:55:00,2026-08-14 13:01:00
E-0571,PRESS-F-01,Forming,A,F630,Drive overload,Low,2026-08-14 13:01:00,2026-08-14 13:06:00,2026-08-14 13:10:00
E-0512,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-14 16:36:00,2026-08-14 16:38:00,2026-08-14 16:47:00
E-0490,VISION-C-01,Inspection,C,F415,Communication interruption,Low,2026-08-14 17:47:00,2026-08-14 17:48:00,2026-08-14 17:53:00
E-0413,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-14 17:59:00,2026-08-14 18:15:00,2026-08-14 18:16:00
E-0257,CONVEYOR-B-01,Material Handling,A,F630,Drive overload,High,2026-08-14 18:26:00,2026-08-14 18:33:00,2026-08-14 18:34:00
E-0266,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-08-14 21:08:00,2026-08-14 21:14:00,2026-08-14 21:20:00
E-0369,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,High,2026-08-14 21:59:00,2026-08-14 22:11:00,2026-08-14 22:15:00
E-0149,CELL-A-01,Assembly,D,F101,Guard circuit open,Medium,2026-08-14 22:21:00,2026-08-14 22:32:00,2026-08-14 22:36:00
E-0567,VISION-C-01,Inspection,D,F310,Cycle-time timeout,High,2026-08-14 22:26:00,2026-08-14 22:42:00,2026-08-14 22:45:00
E-0616,CELL-A-01,Assembly,B,F415,Communication interruption,Medium,2026-08-14 22:49:00,2026-08-14 22:53:00,2026-08-14 23:01:00
E-0259,VISION-C-01,Inspection,B,F310,Cycle-time timeout,Low,2026-08-14 23:11:00,2026-08-14 23:18:00,2026-08-14 23:21:00
E-0336,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,High,2026-08-15 00:17:00,2026-08-15 00:29:00,2026-08-15 00:41:00
E-0496,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-15 01:29:00,2026-08-15 01:39:00,2026-08-15 01:50:00
E-0262,CELL-A-01,Assembly,B,F101,Guard circuit open,Medium,2026-08-15 02:13:00,2026-08-15 02:23:00,2026-08-15 02:28:00
E-0134,VISION-C-01,Inspection,A,F415,Communication interruption,Low,2026-08-15 02:22:00,2026-08-15 02:29:00,2026-08-15 02:41:00
E-0058,VISION-C-01,Inspection,C,F415,Communication interruption,Medium,2026-08-15 03:34:00,2026-08-15 03:42:00,2026-08-15 03:50:00
E-0522,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-15 05:44:00,2026-08-15 05:59:00,2026-08-15 06:01:00
E-0254,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,Low,2026-08-15 06:24:00,2026-08-15 06:41:00,2026-08-15 06:49:00
E-0304,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,Low,2026-08-15 06:39:00,2026-08-15 06:46:00,2026-08-15 06:48:00
E-0516,PACK-D-01,Packaging,D,F101,Guard circuit open,Medium,2026-08-15 06:41:00,2026-08-15 06:50:00,2026-08-15 06:55:00
E-0293,PUMP-E-01,Utilities,D,F310,Cycle-time timeout,Low,2026-08-15 09:32:00,2026-08-15 09:38:00,2026-08-15 09:50:00
E-0246,VISION-C-01,Inspection,B,F522,Material-present sensor blocked,Medium,2026-08-15 10:43:00,2026-08-15 10:45:00,2026-08-15 10:51:00
E-0108,VISION-C-01,Inspection,A,F310,Cycle-time timeout,High,2026-08-15 12:01:00,2026-08-15 12:04:00,2026-08-15 12:05:00
E-0131,CELL-A-02,Assembly,D,F310,Cycle-time timeout,High,2026-08-15 12:32:00,2026-08-15 12:42:00,2026-08-15 12:52:00
E-0470,CONVEYOR-B-01,Material Handling,A,F204,Part not detected,Medium,2026-08-15 14:06:00,2026-08-15 14:09:00,2026-08-15 14:17:00
E-0383,VISION-C-01,Inspection,B,F415,Communication interruption,Medium,2026-08-15 15:16:00,2026-08-15 15:30:00,2026-08-15 15:42:00
E-0103,VISION-C-01,Inspection,B,F415,Communication interruption,Low,2026-08-15 16:03:00,2026-08-15 16:09:00,2026-08-15 16:15:00
E-0534,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-08-15 16:36:00,2026-08-15 16:54:00,2026-08-15 17:05:00
E-0302,VISION-C-01,Inspection,D,F101,Guard circuit open,High,2026-08-15 16:41:00,2026-08-15 16:47:00,2026-08-15 16:49:00
E-0527,CELL-A-02,Assembly,D,F204,Part not detected,High,2026-08-15 17:37:00,2026-08-15 17:49:00,2026-08-15 17:58:00
E-0388,VISION-C-01,Inspection,D,F522,Material-present sensor blocked,High,2026-08-15 18:52:00,2026-08-15 18:56:00,2026-08-15 19:03:00
E-0549,PUMP-E-01,Utilities,B,F310,Cycle-time timeout,Low,2026-08-15 19:16:00,2026-08-15 19:18:00,2026-08-15 19:20:00
E-0311,PACK-D-01,Packaging,B,F415,Communication interruption,High,2026-08-15 19:21:00,2026-08-15 19:31:00,2026-08-15 19:43:00
E-0168,VISION-C-01,Inspection,B,F415,Communication interruption,Low,2026-08-15 20:32:00,2026-08-15 20:46:00,2026-08-15 20:51:00
E-0582,VISION-C-01,Inspection,D,F415,Communication interruption,Medium,2026-08-15 22:42:00,2026-08-15 22:44:00,2026-08-15 22:52:00
E-0234,VISION-C-01,Inspection,C,F415,Communication interruption,High,2026-08-15 23:00:00,2026-08-15 23:08:00,2026-08-15 23:13:00
E-0245,CONVEYOR-B-01,Material Handling,D,F204,Part not detected,High,2026-08-15 23:02:00,2026-08-15 23:05:00,2026-08-15 23:06:00
E-0048,ROBOT-G-01,Automation,A,F310,Cycle-time timeout,Low,2026-08-16 00:07:00,2026-08-16 00:18:00,2026-08-16 00:25:00
E-0401,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-16 02:00:00,2026-08-16 02:16:00,2026-08-16 02:18:00
E-0032,CELL-A-02,Assembly,A,F310,Cycle-time timeout,Low,2026-08-16 02:27:00,2026-08-16 02:34:00,2026-08-16 02:44:00
E-0481,VISION-C-01,Inspection,B,F310,Cycle-time timeout,Medium,2026-08-16 03:14:00,2026-08-16 03:18:00,2026-08-16 03:29:00
E-0434,CONVEYOR-B-01,Material Handling,A,F310,Cycle-time timeout,High,2026-08-16 04:36:00,2026-08-16 04:39:00,2026-08-16 04:42:00
E-0044,CELL-A-01,Assembly,A,F101,Guard circuit open,Medium,2026-08-16 05:05:00,2026-08-16 05:18:00,2026-08-16 05:30:00
E-0411,ROBOT-G-01,Automation,C,F415,Communication interruption,Low,2026-08-16 05:09:00,2026-08-16 05:15:00,2026-08-16 05:27:00
E-0110,CELL-A-02,Assembly,C,F630,Drive overload,Medium,2026-08-16 07:26:00,2026-08-16 07:34:00,2026-08-16 07:44:00
E-0446,PACK-D-01,Packaging,C,F310,Cycle-time timeout,Low,2026-08-16 07:50:00,2026-08-16 07:52:00,2026-08-16 08:04:00
E-0535,CELL-A-02,Assembly,B,F310,Cycle-time timeout,Medium,2026-08-16 09:05:00,2026-08-16 09:20:00,2026-08-16 09:27:00
E-0623,CONVEYOR-B-01,Material Handling,C,F204,Part not detected,Medium,2026-08-16 09:30:00,2026-08-16 09:36:00,2026-08-16 09:39:00
E-0162,CELL-A-01,Assembly,D,F101,Guard circuit open,Low,2026-08-16 11:20:00,2026-08-16 11:37:00,2026-08-16 11:40:00
E-0503,CONVEYOR-B-01,Material Handling,B,F204,Part not detected,High,2026-08-16 11:48:00,2026-08-16 11:51:00,2026-08-16 11:52:00
E-0294,VISION-C-01,Inspection,A,F415,Communication interruption,Medium,2026-08-16 14:36:00,2026-08-16 14:52:00,2026-08-16 15:04:00
E-0183,PACK-D-01,Packaging,C,F101,Guard circuit open,Low,2026-08-16 15:40:00,2026-08-16 15:44:00,2026-08-16 15:50:00
E-0575,CELL-A-02,Assembly,A,F630,Drive overload,Low,2026-08-16 16:04:00,2026-08-16 16:17:00,2026-08-16 16:21:00
